open,high,low,close,volume,trade_count,vwap,date
1933.8366,1935.8732,1933.208132,1935.306488,0.017651638,1.0,1935.8732,2023-07-01 00:00:00+00:00
1935.3058085,1937.73297,1933.514,1936.73540465,0.011853674,2.0,1935.597445,2023-07-01 00:05:00+00:00
1936.8792065,1938.181,1929.6892,1932.1055,0.0,0.0,0.0,2023-07-01 00:10:00+00:00
1933.03714915,1935.1839195,1931.97901875,1933.94182795,0.0,0.0,0.0,2023-07-01 00:15:00+00:00
1933.686508655,1935.85,1932.4776575,1935.5189505,0.0,0.0,0.0,2023-07-01 00:20:00+00:00
1935.396905,1940.369655585,1933.271586,1939.3469025,0.0,0.0,0.0,2023-07-01 00:25:00+00:00
1939.4810805,1939.69358815,1937.300236825,1937.300236825,0.0,0.0,0.0,2023-07-01 00:30:00+00:00
1937.661223,1941.246918185,1935.8613,1941.07385,0.033145088,1.0,1938.83185,2023-07-01 00:35:00+00:00
1941.55495,1943.6662395,1939.980530215,1942.630467,0.0,0.0,0.0,2023-07-01 00:40:00+00:00
1942.745350825,1942.745350825,1937.2924028,1938.30356145,0.001025442,1.0,1940.634196,2023-07-01 00:45:00+00:00
1938.0020751,1938.2291304,1934.67705,1935.7677455,0.0,0.0,0.0,2023-07-01 00:50:00+00:00
1935.543,1936.2825785,1933.09266224,1933.59696,0.007709328,1.0,1935.974,2023-07-01 00:55:00+00:00
1934.1415898,1936.61948534,1932.842,1933.141631265,0.001,1.0,1936.619485,2023-07-01 01:00:00+00:00
1932.997745,1933.4933,1926.955812,1930.5399255,0.012921054,1.0,1926.955812,2023-07-01 01:05:00+00:00
1930.963525,1936.024,1930.82575,1932.2156205,0.0,0.0,0.0,2023-07-01 01:10:00+00:00
1932.1383245,1932.1383245,1925.54765,1927.35181565,0.0,0.0,0.0,2023-07-01 01:15:00+00:00
1927.55583797,1929.610898935,1923.8161517,1926.3482235,0.0,0.0,0.0,2023-07-01 01:20:00+00:00
1926.99031761,1929.465,1926.89941765,1928.2775,0.0,0.0,0.0,2023-07-01 01:25:00+00:00
1927.937502,1929.68,1926.64,1928.7145973,0.06,1.0,1926.64,2023-07-01 01:30:00+00:00
1928.7807065,1929.9705823,1927.33044,1928.64407686,0.0,0.0,0.0,2023-07-01 01:35:00+00:00
1929.05774,1930.126629,1927.32601855,1928.388023,0.0,0.0,0.0,2023-07-01 01:40:00+00:00
1928.47375,1930.391,1927.07657845,1929.2642765,0.0,0.0,0.0,2023-07-01 01:45:00+00:00
1930.587,1930.587,1928.1773179,1929.59229375,0.0,0.0,0.0,2023-07-01 01:50:00+00:00
1928.7235,1929.3,1927.94799,1928.88,0.0,0.0,0.0,2023-07-01 01:55:00+00:00
1928.45901,1929.9,1924.519120615,1925.393261,0.0,0.0,0.0,2023-07-01 02:00:00+00:00
1924.5648475,1928.265902,1922.355,1928.265902,0.0,0.0,0.0,2023-07-01 02:05:00+00:00
1927.831,1928.11982,1925.116855,1925.518446625,0.0,0.0,0.0,2023-07-01 02:10:00+00:00
1925.57022044,1926.181,1924.662285,1925.16353735,0.0,0.0,0.0,2023-07-01 02:15:00+00:00
1925.4844459,1927.97575,1923.539150605,1924.83928,0.0,0.0,0.0,2023-07-01 02:20:00+00:00
1924.5,1926.7023755,1924.4569494,1925.46755,0.0,0.0,0.0,2023-07-01 02:25:00+00:00
1925.71715,1927.9489518,1924.890337775,1925.3691,0.0,0.0,0.0,2023-07-01 02:30:00+00:00
1925.33162804,1925.385,1922.8594063,1924.93622695,0.0,0.0,0.0,2023-07-01 02:35:00+00:00
1924.800185,1926.03523,1924.2506459,1924.63691389,0.0,0.0,0.0,2023-07-01 02:40:00+00:00
1925.1685382,1925.52099835,1921.2863363,1922.12759241,0.0,0.0,0.0,2023-07-01 02:45:00+00:00
1921.80727,1922.76415,1920.6306243,1921.2828325,0.0,0.0,0.0,2023-07-01 02:50:00+00:00
1921.073976625,1924.605695,1920.2565,1920.40101799,0.794356269,1.0,1923.726,2023-07-01 02:55:00+00:00
1920.21754415,1921.43766,1918.350315,1920.68825,0.0,0.0,0.0,2023-07-01 03:00:00+00:00
1920.640024985,1922.5014515,1920.640024985,1921.386326,0.0,0.0,0.0,2023-07-01 03:05:00+00:00
1921.3825,1921.3825,1918.6152095,1919.10422405,0.0,0.0,0.0,2023-07-01 03:10:00+00:00
1919.08022,1922.417527,1919.043233015,1920.7398,0.0,0.0,0.0,2023-07-01 03:15:00+00:00
1920.22,1920.93398,1918.385,1919.743377115,0.0,0.0,0.0,2023-07-01 03:20:00+00:00
1920.12,1920.190346,1917.905,1919.01989,0.0,0.0,0.0,2023-07-01 03:25:00+00:00
1919.035836985,1920.78167397,1917.1908168,1917.8258517,0.017698697,1.0,1920.781674,2023-07-01 03:30:00+00:00
1918.069710995,1919.443748105,1917.165,1918.7767465,0.0,0.0,0.0,2023-07-01 03:35:00+00:00
