open,high,low,close,volume,trade_count,vwap,date
304.1965,308.5935,304.09150195,307.492,0.0,0.0,0.0,2023-07-01 00:00:00+00:00
307.4640904,308.1,304.01748478,307.0655,0.016147419,1.0,308.1,2023-07-01 00:05:00+00:00
307.048624925,307.048624925,299.59306365,301.07,0.74299906,2.0,306.366425,2023-07-01 00:10:00+00:00
300.341015,304.336115,300.341015,303.2410238,0.0,0.0,0.0,2023-07-01 00:15:00+00:00
303.97945195,310.389266,303.8359,309.665,0.0,0.0,0.0,2023-07-01 00:20:00+00:00
309.442725,310.005896,307.109,307.88519135,0.0,0.0,0.0,2023-07-01 00:25:00+00:00
308.1949,308.388,306.37723525,306.42514133,0.0,0.0,0.0,2023-07-01 00:30:00+00:00
306.3965,307.3004631,304.91262,306.92,0.0,0.0,0.0,2023-07-01 00:35:00+00:00
307.1555284,307.1555284,305.012334,305.17,0.0,0.0,0.0,2023-07-01 00:40:00+00:00
305.105375,305.105375,301.771706,304.41729,0.0,0.0,0.0,2023-07-01 00:45:00+00:00
303.94143147,306.85,303.5,306.75,0.0,0.0,0.0,2023-07-01 00:50:00+00:00
306.169755,307.36474065,303.9987,303.9987,0.0,0.0,0.0,2023-07-01 00:55:00+00:00
304.32328655,304.723884,302.03655,302.03655,0.0,0.0,0.0,2023-07-01 01:00:00+00:00
301.9094045,301.9094045,299.193164,301.62434985,0.0,0.0,0.0,2023-07-01 01:05:00+00:00
301.59455,305.7424425,301.59455,303.56806869,0.0,0.0,0.0,2023-07-01 01:10:00+00:00
302.65145925,302.82,298.553684285,299.065,0.0,0.0,0.0,2023-07-01 01:15:00+00:00
298.9666985,299.07706995,290.3424601,293.2835335,0.0,0.0,0.0,2023-07-01 01:20:00+00:00
293.617082,296.01229924,292.815,294.28735,0.0,0.0,0.0,2023-07-01 01:25:00+00:00
294.78089135,297.2369464,294.6011445,296.279298,0.0,0.0,0.0,2023-07-01 01:30:00+00:00
296.270563,298.9046776,295.5260715,298.0947796,0.0,0.0,0.0,2023-07-01 01:35:00+00:00
297.9232478,301.01863341,297.67940089,299.335215,0.0,0.0,0.0,2023-07-01 01:40:00+00:00
298.9625,300.181,298.1195,298.34148275,0.0,0.0,0.0,2023-07-01 01:45:00+00:00
298.7412658,299.3225,298.125464825,299.3225,0.0,0.0,0.0,2023-07-01 01:50:00+00:00
298.2468986,299.445600995,297.09025,297.33991169,0.0,0.0,0.0,2023-07-01 01:55:00+00:00
296.8480435,297.4263683,295.625397,296.197761165,0.0,0.0,0.0,2023-07-01 02:00:00+00:00
295.76783309,297.3752264,294.36474187,297.036913295,5.0,1.0,296.50357,2023-07-01 02:05:00+00:00
296.89070365,297.4977,295.489999,296.817937385,0.0,0.0,0.0,2023-07-01 02:10:00+00:00
297.2359151,299.1935,297.09547345,298.3232335,0.0,0.0,0.0,2023-07-01 02:15:00+00:00
298.95762,298.9670558,295.3761605,296.5954681,0.0,0.0,0.0,2023-07-01 02:20:00+00:00
296.94796945,298.239740485,295.73802,298.239740485,0.0,0.0,0.0,2023-07-01 02:25:00+00:00
298.3112935,299.8602258,297.28546697,297.58032,0.0,0.0,0.0,2023-07-01 02:30:00+00:00
297.659804,298.325301165,296.577885,296.915475,0.0,0.0,0.0,2023-07-01 02:35:00+00:00
297.034539715,297.034539715,295.1555631,296.004587925,0.0,0.0,0.0,2023-07-01 02:40:00+00:00
295.9424,296.80745,292.69839966,292.932384635,0.0,0.0,0.0,2023-07-01 02:45:00+00:00
292.49356237,294.3436081,291.435,293.20515,1.573557753,1.0,294.343608,2023-07-01 02:50:00+00:00
293.59373,295.2925,292.639707,295.0874505,0.085455622,1.0,294.3374,2023-07-01 02:55:00+00:00
295.07171815,296.79075023,292.96922059,296.516,0.0,0.0,0.0,2023-07-01 03:00:00+00:00
296.25669795,298.015,296.0787925,297.506356905,0.0,0.0,0.0,2023-07-01 03:05:00+00:00
297.0176338,297.40615,295.074,295.8465,0.0,0.0,0.0,2023-07-01 03:10:00+00:00
296.981495625,297.45,295.431344475,296.565055,0.033587766,1.0,296.24,2023-07-01 03:15:00+00:00
296.33371262,297.35149615,295.67328755,296.3338,0.0,0.0,0.0,2023-07-01 03:20:00+00:00
296.698,296.698,294.8717255,294.8717255,0.0,0.0,0.0,2023-07-01 03:25:00+00:00
295.3730625,295.5278715,294.415763095,294.742940655,0.0,0.0,0.0,2023-07-01 03:30:00+00:00
294.14015,295.145,294.14015,294.673,0.0,0.0,0.0,2023-07-01 03:35:00+00:00
293.705205415,294.6515,292.8705,293.6279225,0.0,0.0,0.0,2023-07-01 03:40:00+00:00
292.71318,294.8735,291.991505,294.340675,0.0,0.0,0.0,2023-07-01 03:45:00+00:00
294.685596,294.8759569,292.9279295,293.7877195,0.0,0.0,0.0,2023-07-01 03:50:00+00:00
293.8727315,294.6301,293.3665,294.572456725,0.0,0.0,0.0,2023-07-01 03:55:00+00:00
294.5845,294.7594035,293.6263378,294.62,0.0,0.0,0.0,2023-07-01 04:00:00+00:00
294.51707305,294.71089765,290.69,290.69,0.0,0.0,0.0,2023-07-01 04:05:00+00:00
291.083650025,291.5364875,290.5489552,291.5364875,0.0,0.0,0.0,2023-07-01 04:10:00+00:00
291.2342785,291.2342785,287.371161,288.397706,0.0,0.0,0.0,2023-07-01 04:15:00+00:00
288.5672115,288.85,282.1589835,283.85348435,1.0,1.0,284.666,2023-07-01 04:20:00+00:00
283.5463345,284.4504215,280.400372208,283.26675,1.0,1.0,281.616282,2023-07-01 04:25:00+00:00
283.086767,285.114184,282.21102725,283.168252,0.0,0.0,0.0,2023-07-01 04:30:00+00:00
283.51676883,284.662871,282.91463335,283.93,0.0,0.0,0.0,2023-07-01 04:35:00+00:00
283.005672135,284.9725603,283.005672135,283.6320389,0.0,0.0,0.0,2023-07-01 04:40:00+00:00
283.3577282,286.5592455,283.3577282,286.3283604,0.0,0.0,0.0,2023-07-01 04:45:00+00:00
286.2394335,286.487875,285.08862035,286.4251275,0.0,0.0,0.0,2023-07-01 04:50:00+00:00
286.063265,286.9,285.1413,285.88,0.098839814,1.0,286.9,2023-07-01 04:55:00+00:00
285.67643,287.883935,285.4693,287.7769,0.0,0.0,0.0,2023-07-01 05:00:00+00:00
287.47781515,287.585645,285.684802685,285.9,0.0,0.0,0.0,2023-07-01 05:05:00+00:00
285.610935,287.0,285.610935,286.968406995,0.0,0.0,0.0,2023-07-01 05:10:00+00:00
